FID,FID_04km_b,Lon04,Lat04,FID_44km,GroundMean04,AOD_Kriging04,RoadLength04,AOD_RF,PM_RF
1998,3232,126.6706143,45.65553823,15,18.16158725,0.399803638,290.2830417,0.39865926,18.16158725
1999,3234,126.6655511,45.65612529,15,18.16158725,0.399803638,100.5515195,0.39870908,18.16158725
2001,3236,126.6765151,45.65850158,15,18.16158725,0.399803638,316.2655894,0.39861991,18.16158725
2002,3237,126.6773529,45.66205221,15,18.16158725,0.399803638,174.0235108,0.39861991,18.16158725
2003,3240,126.6688998,45.67032806,15,18.16158725,0.40809458,1822.781478,0.39975629,18.16158725
2013,3253,126.6790287,45.66915346,15,18.16158725,0.40809458,649.2868302,0.39971694,18.16158725
2014,3254,126.6756399,45.67684216,15,18.16158725,0.416385521,1256.774416,0.40200865,18.16158725
2015,3255,126.6655095,45.67801643,15,18.16158725,0.416385521,1465.370778,0.40197172,18.16158725
2016,3256,126.6798668,45.67270408,15,18.16158725,0.40809458,2611.24466,0.39971694,18.16158725
2019,3259,126.674802,45.67329152,15,18.16158725,0.416385521,892.9912386,0.40200865,18.16158725
2020,3260,126.6807049,45.67625469,15,18.16158725,0.416385521,976.5409696,0.40198219,18.16158725
2032,3272,126.6503133,45.67977614,15,18.16158725,0.431791918,1690.681422,0.42823072,18.16158725
2033,3273,126.6460837,45.68391307,15,18.16158725,0.431791918,1049.589743,0.42823072,18.16158725
2034,3274,126.6519861,45.68687771,15,18.16158725,0.431791918,1594.690651,0.42823072,18.16158725
2036,3276,126.6511496,45.68332693,15,18.16158725,0.431791918,1287.29866,0.42823072,18.16158725
2037,3277,126.6562155,45.68274056,15,18.16158725,0.431791918,954.3702495,0.4285417,18.16158725
2038,3278,126.6469198,45.68746388,15,18.16158725,0.431791918,861.9381698,0.42823072,18.16158725
2039,3279,126.6570522,45.68629131,15,18.16158725,0.431791918,735.9314555,0.4285417,18.16158725
2040,3280,126.6553788,45.6791898,15,18.16158725,0.416385521,542.6143409,0.40201633,18.16158725
2041,3281,126.6663468,45.68156713,15,18.16158725,0.431791918,1543.215719,0.4285417,18.16158725
2042,3282,126.6604442,45.67860323,15,18.16158725,0.416385521,695.3295014,0.40201633,18.16158725
2043,3283,126.6722501,45.68453074,15,18.16158725,0.431791918,936.8397801,0.42896976,18.16158725
2044,3284,126.6612812,45.68215396,15,18.16158725,0.431791918,1462.64604,0.4285417,18.16158725
2045,3285,126.6671842,45.68511782,15,18.16158725,0.431791918,1332.380073,0.42891457,18.16158725
2048,3288,126.6621183,45.68570468,15,18.16158725,0.431791918,1027.163336,0.4285417,18.16158725
2069,3309,126.6773159,45.68394343,15,18.16158725,0.431791918,1368.449463,0.4289756,18.16158725
2070,3310,126.6714124,45.68098008,15,18.16158725,0.416385521,1373.00446,0.40214174,18.16158725
2071,3311,126.6823815,45.68335589,15,18.16158725,0.416385521,1130.491836,0.40169989,18.16158725
2075,3315,126.6764778,45.6803928,15,18.16158725,0.416385521,1317.237135,0.40220203,18.16158725
2076,3316,126.6815432,45.67980529,15,18.16158725,0.416385521,1545.28587,0.40180535,18.16158725
677,1385,126.5237411,45.672471,16,19.18472755,0.460420398,69.94943624,0.45250505,19.18472755
683,1402,126.5228155,45.69080933,16,19.18472755,0.460420398,858.579505,0.45327385,19.18472755
723,1448,126.516092,45.68428656,16,19.18472755,0.460420398,1038.700016,0.45247587,19.18472755
725,1450,126.5219872,45.68725777,16,19.18472755,0.460420398,922.0337567,0.45281001,19.18472755
